,text,label,text_uncleaned
53,pak ganjar dan prof mahfud memperoleh dukungan luas karena keberanian mereka dalam menghadapi dinamika gopolitik yang tidak terduga #ganjarmahfud2024 #dulujokowisekarangganjar #coblos3,Politik,Pak Ganjar dan Prof Mahfud memperoleh dukungan luas karena keberanian mereka dalam menghadapi dinamika g3opolitik yang tidak terduga @oykGYdaFYBKvWXjXN2nlVXJgtQjBeR7nBLD5UiBobIc= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/qLVALTCMZa
54,jk ungkap sebab tanah bob hasan bisa dimiliki prabowo,Politik,RT JK Ungkap Sebab Tanah Bob Hasan Bisa Dimiliki Prabowo https://t.co/4TvcmCgso4 [RE CNNIndonesia]
55,sekarang bawaslu malah terkesan yg membenarkan kegiatan paslon kunjungan prabowo ke cilincing yg diwarnai bagi uang rb dianggap kunjungan sebagai menhan oleh bawaslu terserah klean lah,Politik,"RT Sekarang bawaslu malah terkesan yg membenarkan kegiatan paslon 2, kunjungan prabowo ke cilincing yg diwarnai bagi2 uang 100rb dianggap kunjungan sebagai menhan oleh bawaslu, terserah klean lahÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚â€š https://t.co/MKF3x5U5qc [RE 5t3v3n_P3g3L]"
56,pak prabowo adalah tipe seseorang yang lebih suka menunjukkan bukti kinerjanya daripada sekedar omong kosong belaka #kinerjabukanomonomon,Politik,RT pak prabowo adalah tipe seseorang yang lebih suka menunjukkan bukti kinerjanya daripada sekedar omong kosong belaka #KinerjaBukanOmonOmon https://t.co/RZJRed7zsg [RE Bella9316530695]
57,abah anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup #aminajadulu,Sosial Budaya,RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2]
58,jawaban pak anies di luar prediksiulama dari madura jawa timur sampai terkagum kagum dengan pak anies bahkan ulama madura yg bernama bapak kyai fattah mengaku kalah setelah menyimak jawaban dari pak anies di acara cifp yg lalu,Politik,RT Jawaban pak Anies di Luar Prediksi...Ulama dari Madura Jawa timur Sampai Terkagum -kagum dengan pak Anies bahkan Ulama Madura yg Bernama Bapak Kyai Fattah mengaku kalah setelah Menyimak jawaban dari pak Anies di acara Cifp 2023 yg Lalu https://t.co/pYLrS3bWSe [RE Yurissa_Samosir]
59,nelayan butuh tindakan nyata ganjar pranowo mahfud md bersama kita hadirkan solusi terbaik #nelayansolusinyata #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Nelayan butuh tindakan nyata, Ganjar Pranowo, Mahfud MD, bersama kita hadirkan solusi terbaik! #NelayanSolusiNyata #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/RxK3a8uHZA"
60,sewaktu anies bersikap kritis ke kinerja pak prabowo dianggap engga sopan karena dianggap kurang menghormati orang tua giliran skrg gibran yg tengil dan sok kritis malah dianggap kritis dan keras apakah ini tidak standar ganda,Politik,"RT @0SIRtH1oGVbK2EuKBmDu8IZTnnsgBYm4kuRvLEJJ8lU= Sewaktu anies bersikap kritis ke kinerja pak prabowo dianggap engga sopan karena dianggap kurang menghormati orang tua, giliran skrg gibran yg tengil dan sok kritis malah dianggap kritis dan keras. Apakah ini tidak standar ganda? ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â­ [RE coldthem]"
61,ganjar pranowo dengan tindakan positifnya menunjukkan keberaniannya dalam menjaga keamanan nasional dengan mendukung cyber force #ganjarmahfudm3nangdebat #ganjarmahfud2024 #coblos3,Pertahanan dan Keamanan,"Ganjar Pranowo, dengan tindakan positifnya, menunjukkan keberaniannya dalam menjaga keamanan nasional dengan mendukung Cyber Force. @sM3vaO7twKRwtWj4nHazQ7MxmIkoNjUDsLy4RQlCmug= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/v4ONR717wa"
62,batam hari ini pecah suasana pasar tos batam saat pak anies baswedan berkunjung para warga sekitar menyambut dan meneriakkan anies presiden,Politik,"RT Batam hari ini pecah! Suasana pasar TOS 3000, Batam saat pak Anies Baswedan berkunjung. Para warga sekitar menyambut dan meneriakkan Anies Presiden .. https://t.co/xkYEUfFCTU [RE Mdy_Asmara1701]"
63,bukan cuma dalam debat semalam pak tidak mau bukaan imformasi pertahanan tp di rdp dgn komisi dpr pun beliau menolak rapat terbuka dan bertahan spy rapat tertutup apalagi ngadepin capres sok tau ga mungkin dibuka,Pertahanan dan Keamanan,"RT Bukan cuma dalam debat semalam Pak @tFXb1u/rMq84K2QUCSCOkqqmuEut8IsS5BxvX60fRLk= tidak mau buka2an imformasi pertahanan, tp di RDP dgn Komisi I DPR pun Beliau menolak rapat terbuka dan bertahan spy rapat tertutup. Apalagi ngadepin 2 capres sok tau, ga mungkin dibuka. https://t.co/VZYfzzJC9o [RE askencana]"
64,anies itu prestasinya di jakarta banyak sekali dan gemilang walaupun tidak didukung pemerintah pusat dan cenderung dihambat tapi kenapa ada framing jahat anies nggak bisa kerja,Politik,"RT Anies itu prestasinya di Jakarta banyak sekali dan gemilang, walaupun tidak didukung pemerintah pusat dan cenderung dihambat. Tapi kenapa ada framing jahat Anies nggak bisa kerja? [RE gregorybudiman]"
65,konsisten selama ini bersuara melawan radikalisme dan intoleransi yg pilih prabowo ternyata cuma omon omon dianggap tokoh paling toleran masyarakat lintas etnis kalbar kompak dukung ganjar pontianak ribuan masyarakat lintas etnis sekalimantan barat berkumpul di hotel golden tulip pontianak rabu ada perwakilan dari tokoh dayak tionghoa papua jawa minang batak madura dan lainnya selamat datang di kota khatulistiwa pak ganjar kami sangat bangga bapak datang ke sini ucap beberapa tokoh adat dan etnis menyambut ganjar ketua dewan pembina dewan adat daerah dad kalbar yang juga ketua tim pemenangan daerah tpd ganjar mahfud di kalbar lazarus mengatakan masyarakat kalbar sangat antusias menyambut ganjar kehadiran para tokoh dan ketua organisasi etnis di tempat itu menjadi bukti bahwa mereka sepakat mendukung ganjar mahfud semua tokoh adat berkumpul di sini ini mewakili seluruh organisasi dari kelompok etnis dan adat di kalimantan barat kami semua mendukung pak ganjar kami siap memenangkan bapak di kalbar ucap lazarus disambut teriakan kompak ribuan masyarakat adat kalbar ganjar presiden ganjar mahfud menang menang menang teriak mereka kompak seorang tokoh adat dayak henusa mengatakan masyarakat lintas etnis kalbar kompak mendukung ganjar karena ia dianggap sebagai tokoh paling toleran selama menjadi anggota dpr ri dan gubernur jateng dua periode ganjar bisa melakukan harmonisasi untuk itulah kami mengidolakan dan mendukung pak ganjar menjadi presiden karena di tangan beliau kasuskasus intoleransi di indonesia bisa dihilangkan ucapnya sementara itu ganjar menyambut baik dukungan dari masyarakat lintas etnis kalbar dan mengucapkan terima kasih menurutnya apapun hasil pilpres mendatang toleransi di indonesia harus terus terjaga dan kalbar adalah contoh daerah paling toleran di mana di kalbar ada satu kota yang dinobatkan sebagai kota paling toleran seindonesia yakni singkawang ucapnya,Demografi,"RT Konsisten, selama ini bersuara melawan radikalisme dan intoleransi. Yg pilih Prabowo ternyata cuma omon omon. Dianggap Tokoh Paling Toleran, Masyarakat Lintas Etnis Kalbar Kompak Dukung Ganjar PONTIANAK - Ribuan masyarakat lintas etnis se-Kalimantan Barat berkumpul di Hotel Golden Tulip Pontianak, Rabu (31/1/2014). Ada perwakilan dari tokoh Dayak, Tionghoa, Papua, Jawa, Minang, Batak, Madura dan lainnya. ""Selamat datang di Kota Khatulistiwa Pak Ganjar. Kami sangat bangga Bapak datang ke sini,"" ucap beberapa tokoh adat dan etnis menyambut Ganjar. Ketua Dewan Pembina Dewan Adat Daerah (DAD) Kalbar yang juga Ketua Tim Pemenangan Daerah (TPD) Ganjar Mahfud di Kalbar, Lazarus mengatakan, masyarakat Kalbar sangat antusias menyambut Ganjar. Kehadiran para tokoh dan ketua organisasi etnis di tempat itu menjadi bukti bahwa mereka sepakat mendukung Ganjar Mahfud. ""Semua tokoh adat berkumpul di sini. Ini mewakili seluruh organisasi dari kelompok etnis dan adat di Kalimantan Barat. Kami semua mendukung Pak Ganjar, kami siap memenangkan bapak di Kalbar,"" ucap Lazarus disambut teriakan kompak ribuan masyarakat adat Kalbar. ""Ganjar Presiden. Ganjar Mahfud menang, menang, menang,"" teriak mereka kompak. Seorang tokoh adat Dayak, Henusa mengatakan, masyarakat lintas etnis Kalbar kompak mendukung Ganjar karena ia dianggap sebagai tokoh paling toleran. Selama menjadi anggota DPR RI dan Gubernur Jateng dua periode, Ganjar bisa melakukan harmonisasi. ""Untuk itulah kami mengidolakan dan mendukung Pak Ganjar menjadi Presiden 2024. Karena di tangan beliau, kasus-kasus intoleransi di Indonesia bisa dihilangkan,"" ucapnya. Sementara itu, Ganjar menyambut baik dukungan dari masyarakat lintas etnis Kalbar dan mengucapkan terima kasih. Menurutnya, apapun hasil pilpres mendatang, toleransi di Indonesia harus terus terjaga. ""Dan Kalbar adalah contoh daerah paling toleran. Di mana di Kalbar ada satu kota yang dinobatkan sebagai kota paling toleran se-Indonesia, yakni Singkawang,"" ucapnya. [RE ch_chotimah2]"
66,koneksi internet menjadi kebutuhan pokok bagi masyarakat indonesia dalam menjalankan aktivitas seharihari paslon ganjarmahfud menegaskan komitmennya untuk menghadirkan internet yang kuat cepat dan murah bagi seluruh masyarakat indonesia #ganjarmahfud2024 #sahabatganjar,Ekonomi,"RT Koneksi internet menjadi kebutuhan pokok bagi masyarakat Indonesia dalam menjalankan aktivitas sehari-hari. Paslon 03 Ganjar-Mahfud menegaskan komitmennya untuk menghadirkan Internet yang Kuat, Cepat, dan Murah bagi seluruh masyarakat Indonesia #GanjarMahfud2024 #SahabatGanjar https://t.co/2nHevQ0fHr [RE twuicei]"
67,jaua suparna baru tahu bahwa anies nya fakultas ekonomi nya kebijakkan keuangan nya political ekonomi pembangunan,Ekonomi,"RT JAUA SUPARNA BARU TAHU BAHWA ANIES : S.1 nya Fakultas Ekonomi , S.2 nya Kebijakkan Keuangan ... S.3 Nya Political Ekonomi &amp; Pembangunan. https://t.co/tAterTe8Sl [RE Andria75777]"
68,isu palestina tidak penting bagi prabowo tidak ada keberpihakan kepedulian untuk menegakkan konstitusi makin kelihatan watak aslinya,Politik,"RT Isu Palestina tidak penting bagi Prabowo, tidak ada keberpihakan &amp; kepedulian untuk menegakkan konstitusi.. Makin kelihatan watak aslinya!! https://t.co/gp5geQiZ1u [RE ekowboy2]"
69,acara belum mulai pendukung anies sudah ramaikan lokasi kampanye,Politik,"RT Acara Belum Mulai, Pendukung Anies Sudah Ramaikan Lokasi Kampanye https://t.co/7ML3qmPw3h [RE tvOneNews]"
70,namun yang terpenting adalah saat ini harus menjadi bangsa yang selalu bersyukur #menatamasadepan #bersamaprabowogibran #prabowogemoy prabowogibran,Politik,Namun yang terpenting adalah saat ini harus menjadi bangsa yang selalu bersyukur. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran
71,kita membutuhkan penjaga yakni tni al yang kuat untuk mengibarkan merah putih dan menegakkan kedaulatan negara kata menhan prabowo,Pertahanan dan Keamanan,"ÃƒÂ¢Ã‚â‚¬Ã‚Å“Kita membutuhkan penjaga yakni TNI AL yang kuat untuk mengibarkan merah putih dan menegakkan kedaulatan negara,ÃƒÂ¢Ã‚â‚¬Ã‚Â kata Menhan Prabowo."
72,kinerja pak prabowo bukan hanya fokus pada modernisasi alutsista tapi beliau juga dinilai telah mendorong perkembangan industri pertahanan dalam negeri loh #industripertahananbelaprabowo,Pertahanan dan Keamanan,"RT kinerja pak prabowo bukan hanya fokus pada modernisasi alutsista, tapi beliau juga dinilai telah mendorong perkembangan industri pertahanan dalam negeri loh #IndustriPertahananBelaPrabowo https://t.co/6G3auzCtr0 [RE transfter]"
73,gak mau yang cuma sebatas wacana mending yang udah punya langkah nyata kayak pasangan ganjar pranowo dan mahfud md #2024jokowidigantiganjar #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Gak mau yang cuma sebatas wacana, mending yang udah punya langkah nyata kayak Pasangan Ganjar Pranowo dan Mahfud MD. #2024JokowiDigantiGanjar #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/yOafURLMAf"
74,@uvsdecfpmwdnpqojaodou,Sosial Budaya,@+0HCSSnYXfZ/WiNzDKgSO08o/BKbymxlncndey4/N+E= @M61KgouH2JD4MMFLGZBhfG5ocln03Am625DmaZpKSYA= @9FbwEWDjW6JytQuu1xGP0wVid7bjHZCdeJyqTuewIx4= @ayXKEw8+J7ttUaxREMDLxvHtdJNBD5A7dnMunfd/bwA= @jYOrNzbQHYii1Oepe9IeSjjbM0AFalF7fuAb6z9FsIg= @uVsdeC4fpmwdNpQ1oJaoD2oU
75,duo bapak bangsa ganjar pranowo prof mahfud punya program yang bisa bikin indonesia lebih baik yuk pilih yang bawa solusi nyataganjarmahfud taat hukum #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Duo Bapak Bangsa Ganjar Pranowo Prof Mahfud punya program yang bisa bikin Indonesia lebih baik. Yuk, pilih yang bawa solusi nyata!GanjarMahfud Taat Hukum .#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/djtx8JPJtQ"
76,menkominfo budi arie bela prabowo sebut data pertahanan bersifat rahasia,Pertahanan dan Keamanan,"Menkominfo Budi Arie Bela Prabowo, Sebut Data Pertahanan Bersifat Rahasia https://t.co/1He47O7LPu"
77,anies jelas referensinya jkw dua kata dari capres yang diajarkan kepada seluruh rakyat indonesia yaitu kata goblok dan tolol dan janji mengembalikan tanah itu dari sekarang pun bilang hal yang sama,Politik,"RT Anies jelas referensinya Jkw, Dua kata dari capres 02 yang diajarkan kepada seluruh rakyat Indonesia yaitu kata GOBLOK dan TOLOL! Dan janji mengembalikan tanah itu dari 2019, sekarang pun bilang hal yang sama! https://t.co/pKLGlV9C30 [RE BosPurwa]"
78,calon presiden ri no urut ganjar pranowo gak mainmain dalam menjaga konstitusi atau aturan dasar negara itulah kenapa kita bisa percaya padanya#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi,"Calon Presiden RI No Urut 3 Ganjar Pranowo gak main-main dalam menjaga Konstitusi atau aturan dasar negara, itulah kenapa kita bisa percaya padanya.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/N57ZIfSkon"
79,selain itu gibran mengatakan sejumlah permasalahan lain seperti pupuk internet jalan berlubang #menatamasadepan #bersamaprabowogibran #prabowogemoy prabowogibran,Politik,"Selain itu, Gibran mengatakan sejumlah permasalahan lain seperti pupuk, internet, jalan berlubang, #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran"
80,menghadiri tantangan kpk untuk menyampaikan komitmennya dalam pemberantasan korupsi di indonesia majalengka majalengka beiqnhxqr ganjar mahfud hebat #3gm #coblos687,Politik,RT @nczbM12KUflfUBW1G0UtR1dB582bmL0X0h15LLb7kqU= ÃƒÂ°Ã‚Å¸Ã‚Â¥Ã‚Ë† menghadiri tantangan KPK untuk menyampaikan komitmennya dalam pemberantasan korupsi di Indonesia 2024 Majalengka Majalengka BEiqnH5xQr Ganjar Mahfud Hebat #3GM #Coblos687 [RE VijayCh04388952]
81,capres ganjar pranowo yakin konstitusi atau aturan dasar negara adalah dasar keadilan yang harus dipegang teguh#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi,"Capres Ganjar Pranowo yakin, Konstitusi atau aturan dasar negara adalah dasar keadilan yang harus dipegang teguh.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/0rmFUAgIRC"
82,jadi anies baswedan itu proxy us didukung yaman fpi abu bakar baasyir freemason mau bangun khilafah yang disupport kader nu dan muhamadiyah enggak lupa dukungan komunitas pecinta perkutut yang berkolaborasi dengan sjw feminism masmas rohis celana cingkrang kpoper,Ideologi,"RT Jadi Anies Baswedan itu proxy US didukung Yaman, FPI, Abu Bakar Baasyir, Freemason, mau bangun khilafah yang disupport kader NU dan Muhamadiyah. Enggak lupa dukungan komunitas pecinta perkutut yang berkolaborasi dengan SJW, Feminism, mas-mas Rohis celana cingkrang + kpoper. [RE JackVardan]"
83,pilih capres ganjar pranowo keren jangan pilih pemimpin yang sulit mengendalikan emosi karena hal itu dapat menciptakan ketidakpastian di kalangan masyarakat jna #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"RT Pilih Capres Ganjar Pranowo Keren, Jangan pilih pemimpin yang sulit mengendalikan emosi karena hal itu dapat menciptakan ketidakpastian di kalangan masyarakat. JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/TSKhH9HbUl [RE Komangmudi]"
84,anies berprestasi nasional maupun internasional lihat video prestasi prabowo korupsi food estate anggaran kemenhan prabowo singgung banyak orang pandai bicara tapi belum tentu bisa kerja sindir anies lagi #umatislampilihamin #umatislampilihamin,Politik,"RT Anies berprestasi nasional maupun internasional. Lihat video. Prestasi Prabowo korupsi Food Estate &amp; anggaran Kemenhan? Prabowo Singgung Banyak Orang Pandai Bicara Tapi Belum Tentu Bisa Kerja, Sindir Anies Lagi? https://t.co/paplDDrgyk #UmatIslamPilihAMIN #UmatIslamPilihAMIN https://t.co/K7Qx9vHqNF [RE bianca01403]"
85,capres nomor urut anies baswedan menjelaskan mengenai pergeseran menuju substitusi import ia mengatakan bahwa harus memastikan hal tersebut dapat terjaga anies baswedan juga mengatakan harus menyiapkan ekosistem industri agar tidak hanya menjadi pasar konsumsi tapi juga menjadi sentra produksi global sehingga diharapkan dalam muncul di dalam kegiatan ekspor perihal tingkat komponen dalam negeri anies mengatakan bahwa harus ditingkatkan secara bertahap simak video selengkapnya di nantikan juga live eksklusif dialog capres bersama kadin sesi iii prabowo subianto jumat januari pkl wib live hanya di tvone live streaming di youtube tvonenews #hardnewspolitik #newsone #cariberitaditvone #aniesbaswedan #politik #tvonetvpemilu #kamikabarkanandaputuskan #maumemilih #capres #cawapres #pemilu2024 #pilpres2024,Ekonomi,"RT Capres nomor urut 1 Anies Baswedan menjelaskan mengenai pergeseran menuju substitusi import. Ia mengatakan bahwa harus memastikan hal tersebut dapat terjaga. Anies Baswedan juga mengatakan harus menyiapkan ekosistem industri agar tidak hanya menjadi pasar konsumsi tapi juga menjadi sentra produksi global, sehingga diharapkan dalam muncul di dalam kegiatan ekspor. Perihal tingkat komponen dalam negeri, Anies mengatakan bahwa harus ditingkatkan secara bertahap. Simak video selengkapnya di https://t.co/sBJYmXx0e0 Nantikan juga Live Eksklusif ""Dialog Capres bersama Kadin: Sesi III Prabowo Subianto"" Jumat, 12 Januari 2024 pkl 09.30-11.30 WIB LIVE hanya di tvOne & live streaming di Youtube tvOnenews #HardNews_Politik #NewsOne #CariBeritaditvOne #AniesBaswedan #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 [RE tvOneNews]"
86,momen capres nomor urut ganjar pranowo besuk relawannya korban penganiayaan oleh oknum tni di boyolali tak hanya bertanya kondisi juga bertanya kronologi kejadian hingga relawan pendukungnya itu dipukuli ia pun meminta aparat keamanan termasuk institusi tni menangani kejadian ini #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan,"RT Momen capres nomor urut 3, Ganjar Pranowo besuk relawannya korban penganiayaan oleh oknum TNI di Boyolali Tak hanya bertanya kondisi, @ZgRVxNp6AMPSmWwLFzHDNr6JLgFikTsg73PRYKnLmw0= juga bertanya kronologi kejadian hingga relawan pendukungnya itu dipukuli. Ia pun meminta aparat keamanan termasuk institusi TNI menangani kejadian ini. #GanjarMahfud2024 #L3bihbaik https://t.co/IOwryKBbZc [RE _Rizmaya__]"
87,palestina di tindas karena gk punya kekuatan militer palestina lemah sy ksh buku ini mau biar anda paham vatikan gk punya kekuatan militer tp ada yg berani tindas gk analogi bukan kekuatan militer pak palestina gk lemah dan gk pernah lemah mereka dilemahkan oleh sistem kampret yang di mana pbb sampai skrg diam terjadi genosida pelanggaran ham berat yang berani nuntut mereka di den haag hanya afrika selatan,Pertahanan dan Keamanan,"RT Palestina di tindas karena gk punya kekuatan militer? palestina lemah? @+uRwY58cxYlyX8E77h6cxw8db/xR5TSB1s+bQ4UnsAQ= sy ksh buku ini mau? Biar anda paham. Vatikan gk punya kekuatan militer, tp ada yg berani tindas gk?! Analogi bukan kekuatan militer pak! Palestina gk lemah dan gk pernah lemah.. mereka dilemahkan! Oleh sistem Kampret. Yang di Mana PBB sampai skrg diam! Terjadi Genosida, pelanggaran HAM berat. Yang berani nuntut mereka di Den Haag hanya Afrika Selatan. [RE LexWu_13]"
